"Allow payment method for discounted carts. Please note that not all aquirers support transmission of discount items.","Allow payment method for discounted carts. Please note that not all aquirers support transmission of discount items."
"Ingenico ePayments Open Invoice DE","Ingenico ePayments Open Invoice DE"
"Make sure that <em>gender</em> and <em>date of birth</em> are required fields in the checkout. Otherwise this payment method will not be displayed.","Make sure that <em>gender</em> and <em>date of birth</em> are required fields in the checkout. Otherwise this payment method will not be displayed."
"Ingenico ePayments BankTransfer","Ingenico ePayments BankTransfer"
"Ingenico ePayments KwixoCredit","Ingenico ePayments KwixoCredit"
"Kwixxo Config","Kwixxo Config"
"Estimated Delivery Date","Estimated Delivery Date"
"RNP Fee","RNP Fee"
"Ingenico ePayments KwixoApresReception","Ingenico ePayments KwixoApresReception"
"Ingenico ePayments KwixoComptant","Ingenico ePayments KwixoComptant"
"Existing Ingenico ePayments Transaction","Existing Ingenico ePayments Transaction"
"Ingenico ePayments BCMC","Ingenico ePayments BCMC"
"Ingenico ePayments PayPerMail","Ingenico ePayments PayPerMail"
"Ingenico ePayments ChinaUnionPay","Ingenico ePayments ChinaUnionPay"
"This payment method always uses direct sale as payment action.","This payment method always uses direct sale as payment action."
"Ingenico ePayments Flex payment method","Ingenico ePayments Flex payment method"
"A generic payment method, that lets the customer choose the exact method on Ingenico ePayments side.","A generic payment method, that lets the customer choose the exact method on Ingenico ePayments side."
"Show empty default option","Show empty default option"
"A generic option, that lets the customer choose the exact method on Ingenico ePayments side.","A generic option, that lets the customer choose the exact method on Ingenico ePayments side."
"Default option title","Default option title"
"Title to display for the default option.","Title to display for the default option."
Methods,Methods
"Add one or more methods. In field 'PM' you will have to enter the PM value you got from Ingenico ePayments, same goes for the field 'BRAND'.","Add one or more methods. In field 'PM' you will have to enter the PM value you got from Ingenico ePayments, same goes for the field 'BRAND'."
"Quote #","Quote #"
Payment,Payment
"We'll send your order confirmation here.","We'll send your order confirmation here."
"Cart Subtotal","Cart Subtotal"
Shipping,Shipping
"Not yet calculated","Not yet calculated"
"Order Total","Order Total"
